productID;price_per_one
22767;8.5
22768;8.5
22769;0.0
22770;14.95
22771;0.85
22772;0.85
22773;0.85
22774;0.85
22775;1.06
22776;8.5
22777;7.65
22778;3.39
22779;3.37
22780;3.37
22781;6.75
22782;9.95
22783;7.95
22784;4.25
22785;5.95
22786;4.95
22788;8.5
22789;1.65
22791;1.06
22792;0.72
22794;6.75
22795;5.95
22796;8.5
22797;14.95
22798;2.95
22799;8.5
22800;3.75
22801;3.39
22802;16.63
22803;33.29
22804;2.46
22805;1.06
22806;2.95
22807;2.95
22808;2.95
22809;2.55
22810;2.55
22811;2.95
22812;1.95
22813;1.65
22814;0.36
22815;0.36
22816;0.36
22817;0.36
22818;0.42
22819;0.36
22820;0.65
22821;0.65
22822;4.95
22823;110.0
22824;35.95
22825;7.95
22826;175.0
22827;145.0
22828;145.0
22829;8.5
22830;0.0
22831;2.95
22832;9.95
22833;0.0
22834;0.85
22835;4.25
22837;0.0
22838;12.75
22839;12.75
22840;6.95
22841;0.0
22842;0.0
22843;0.0
22844;7.65
22845;5.55
22846;14.95
22847;0.0
22848;14.95
22849;14.95
22851;0.85
22852;4.25
22853;3.25
22854;4.25
22855;1.06
22856;1.06
22857;0.72
22858;1.45
22859;1.45
22860;1.65
22861;1.65
22862;4.25
22863;2.55
22865;0.0
22866;0.0
22867;0.0
22868;1.95
22869;1.95
22870;1.95
22871;1.95
22872;1.95
22873;1.95
22874;1.95
22875;1.95
22876;1.95
22877;1.95
22878;2.1
22879;0.42
22880;0.42
22881;0.42
22882;0.42
22883;0.42
22884;0.42
22885;0.42
22886;0.42
22887;0.42
22888;0.42
22889;0.75
22890;8.5
22891;3.75
22892;1.06
22893;0.36
22894;8.29
22895;2.55
22896;2.1
22897;1.25
22898;1.65
22899;1.85
22900;2.55
22902;1.69
22903;2.95
22904;2.55
22905;2.95
22906;1.45
22907;0.64
22908;0.64
22909;0.64
22910;2.55
22911;2.95
22912;4.95
22913;4.95
22914;4.95
22915;0.36
22916;0.65
22917;0.65
22918;0.65
22919;0.65
22920;0.65
22921;0.65
22922;0.72
22923;0.85
22924;0.85
22925;5.95
22926;4.95
22927;5.95
22928;5.95
22929;57.95
22930;2.1
22931;2.1
22932;2.1
22933;2.55
22934;2.55
22935;2.75
22936;2.75
22937;2.1
22938;1.65
22939;4.95
22940;4.25
22941;7.65
22942;7.65
22943;4.25
22944;1.25
22945;0.85
22946;16.95
22947;16.95
22948;0.85
22949;1.45
22951;0.42
22952;0.42
22953;1.25
22954;1.25
22955;1.85
22956;1.85
22957;2.55
22959;0.0
22960;3.75
22961;1.25
22962;0.72
22963;0.72
22964;1.85
22965;1.85
22966;1.06
22967;2.55
22968;8.5
22969;1.25
22970;2.1
22971;2.1
22972;1.45
22973;1.45
22974;1.45
22975;1.25
22976;1.25
22977;1.25
22978;3.75
22980;1.45
22983;0.36
22984;0.36
22985;0.34
22986;0.42
22988;1.06
22989;2.75
22990;4.25
22991;1.65
22992;1.65
22993;1.06
22994;0.42
22995;0.36
22996;0.36
22997;0.42
22998;0.36
22999;0.36
23000;0.42
23002;0.42
23003;0.36
23004;0.42
23005;0.42
23006;0.42
23166;1.04
23230;0.34
23231;0.34
23232;0.34
23233;0.42
35001G;2.0
35001W;0.0
35004B;1.95
35004C;0.0
35004G;1.95
35004P;0.0
35095A;0.42
35095B;0.42
35241;4.25
35265;6.95
35271S;0.0
35400;0.0
35443;0.85
35471D;1.25
35591T;1.25
35597A;1.25
35597B;1.25
35598B;0.65
35598D;0.65
35599B;5.91
35599D;5.91
35607A;0.0
35609A;2.51
35610A;1.25
35610B;1.25
35610C;1.25
35637A;5.95
35637C;5.95
35638A;5.95
35644;0.0
35645;0.0
35646;1.25
35647;1.25
35648;0.85
35651;1.65
35653;2.95
35809A;2.1
35809a;4.13
35810A;2.1
35810B;2.1
35815P;2.1
35817P;2.55
35818P;3.29
35819B;2.46
35832;2.95
35833G;0.0
35833P;1.25
35909A;2.95
35909B;2.95
35910A;1.95
35911A;2.1
35911B;2.1
35912B;1.25
35913B;0.85
35914;2.1
35915B;0.83
35915C;0.83
35916A;1.63
35916B;1.63
35916C;1.63
35920;1.25
35921;1.25
35922;0.0
35923;1.25
35924;1.69
35933;0.38
35951;0.0
35953;1.25
35954;0.0
35957;0.0
35958;0.0
35961;0.72
35964;1.63
35965;0.0
35967;0.38
35968;0.38
35969;0.0
35970;4.13
35971;1.25
35972;1.25
35991;0.0
37327;0.42
37333;0.0
37340;0.85
37342;0.85
37343;1.65
37351;1.25
37370;1.06
37379A;1.25
37413;0.0
37444A;2.95
37444B;2.95
37444C;2.95
37446;1.25
37447;1.25
37448;1.25
37449;8.5
37450;2.55
37461;0.0
37462E;0.42
37464;0.0
37467;0.0
37468;7.46
37474;0.0
37475;8.49
37476;0.0
37479B;2.55
37479P;2.55
37482P;2.55
37489A;1.95
37489B;1.95
37489C;1.95
37489D;1.95
37491A;3.29
37491D;3.29
37495;3.75
37500;8.49
37501;6.95
37503;10.75
37509;0.0
40001;0.64
40003;1.25
40005B;0.85
40016;0.25
40046A;1.25
44089A;0.42
44089C;0.42
44091A;0.42
44092B;0.85
44092C;0.85
44228;0.85
44234;0.18
44235;0.36
44236;4.65
44265;4.25
45013;2.95
46000M;0.0
46000P;4.25
46000R;1.45
46000S;0.0
46000U;1.25
46115B;0.19
46118;3.29
46138B;1.95
46775D;10.79
46776A;4.13
46776B;4.13
46776C;4.13
46776D;4.13
46776E;4.21
46776F;4.13
47021G;1.25
47310M;1.25
47341A;3.75
47343A;1.49
47348A;1.95
47351B;2.95
47367B;3.29
47369A;2.95
47369B;2.95
47420;0.19
47421;0.36
47422;0.36
47469;0.65
47471;0.65
47480;1.45
47481;0.85
47503A;0.42
47503H;1.95
47503J;7.95
47504H;0.85
47504K;0.85
47518F;0.42
47518f;4.13
47556B;0.0
47559B;1.06
47559b;3.29
47563A;3.29
47566;3.75
47566B;3.75
47566b;8.29
47567B;4.65
47570B;8.49
47570b;20.79
47574A;2.46
47578A;0.85
47579;0.0
47580;2.1
47585A;3.75
47586A;2.55
47589;5.45
47590A;4.65
47590B;4.65
47590b;10.79
47591B;0.0
47591D;0.0
47591d;4.96
47593A;1.25
47593B;0.83
47594A;1.63
47594B;1.63
47599A;1.69
47599B;1.69
48111;0.0
48116;6.75
48129;6.75
48138;6.75
48173C;6.75
48173c;16.63
48184;0.0
48185;0.0
48187;6.75
48188;6.75
48189;16.63
48194;0.0
51008;2.95
51014A;0.85
51014C;0.85
51014L;0.85
51020A;1.25
51020B;1.25
62018;1.25
62074B;0.42
62086A;1.95
62094B;0.0
62095B;0.0
62096A;0.0
70006;0.42
70007;0.42
71038;4.65
71050;0.35
71053;3.39
71101E;0.85
71143;2.46
71215;0.42
71270;1.25
71279;2.95
71403;2.95
71406C;0.42
71459;0.72
71477;0.0
71495A;0.84
71495B;0.42
71496A;0.65
71496B;0.65
71510;0.85
72038P;0.0
72051S;0.42
72122;0.95
72127;1.25
72128;0.85
72130;0.53
72131;1.95
72132;1.95
72133;1.25
72134;0.42
72140E;0.85
72225C;0.29
72232;0.19
72349B;1.69
72349b;4.13
72351A;1.69
72351B;1.69
72351a;4.13
72369A;2.46
72586;0.83
72598;0.85
72709;0.85
72741;1.25
72760B;8.49
72780;0.85
72798C;1.65
72799C;2.95
72799E;2.95
72799F;2.95
72800B;2.55
72800C;2.55
72800D;2.55
72800E;2.1
72801C;1.25
72801D;1.25
72801G;1.25
72801c;2.46
72801d;2.46
72802A;3.81
72802B;3.81
72802C;3.81
72803A;4.25
72803B;0.0
72803b;8.47
72807A;3.81
72807B;3.81
72807C;3.81
72807a;8.29
72807b;8.29
72812;4.13
72814;0.0
72815;3.75
72816;1.06
72817;1.25
72818;0.72
72819;2.1
72821;1.65
75011;0.85
75013B;0.0
75049L;0.85
75131;1.25
75172;3.75
75178;0.42
77101A;1.06
78034B;1.95
78124;2.75
79000;0.65
79030D;1.65
79030G;1.65
79051A;0.65
79062D;0.0
79063C;0.0
79063D;0.0
79066K;0.85
79066k;1.63
79067;0.0
79071B;2.95
79144B;0.42
79144C;0.83
79149B;0.42
79151B;0.42
79160;1.69
79163;1.65
79164;1.65
79190A;0.42
79190B;0.42
79190D;0.42
79191B;0.85
79191C;0.85
79191D;0.85
79192A;1.25
79302M;2.55
79320;4.95
79321;0.0
79323B;6.75
79323P;6.75
79323W;6.75
79329;1.65
79331;1.65
79337;0.38
79403;0.85
79406;0.22
81950V;0.85
82001S;3.39
82001s;7.46
82011A;3.75
82011B;3.75
82011C;3.75
82095;0.0
82482;2.1
82483;4.95
82484;4.77
82486;6.95
82494L;2.55
82494l;8.29
82551;1.25
82552;1.25
82567;1.63
82578;0.55
82580;0.42
82581;0.42
82582;1.69
82583;0.0
82599;0.0
82600;1.69
82605;0.0
82613A;1.25
82613B;0.42
82613C;0.42
82613D;0.42
82613b;2.51
82613c;2.51
82615;2.55
82616B;2.51
82616C;2.46
84006;0.85
84012;0.85
84029E;0.0
84029G;3.39
84030E;3.75
84030e;5.79
84031A;4.13
84031B;4.13
84032A;2.55
84032B;1.25
84033;1.65
84050;0.0
84051;0.85
84077;0.18
84078A;34.95
84086C;2.46
84192;1.25
84199;0.21
84212;0.42
84218;0.81
84226;0.85
84227;0.0
84228;0.37
84231;0.65
84247C;0.0
84247E;2.95
84247G;0.42
84247K;2.95
84247L;0.42
84247N;2.95
84249A;0.42
84251B;0.19
84251C;0.19
84251G;0.19
84270;0.0
84279B;0.0
84279P;3.39
84306;0.0
84313B;4.25
84313C;4.25
84341B;0.85
84347;0.03
84352;14.95
84356;1.95
84358;9.95
84360;4.65
84375;1.85
84378;1.06
84380;1.06
84388;1.65
84406B;0.0
84415B;3.75
84422;1.63
84424A;0.0
84429A;2.95
84452;0.0
84455;0.0
84457;0.85
84459A;1.25
84459B;1.25
84461;2.55
84462;1.25
84465;0.0
84466;1.25
84497;0.0
84499;0.0
84507B;2.55
84507C;2.55
84508A;2.1
84508B;2.55
84508C;2.55
84509A;2.95
84509B;3.29
84509C;2.95
84509E;1.25
84509F;0.0
84509G;1.25
84509a;7.46
84509b;7.46
84509c;7.46
84510A;1.25
84510C;1.25
84510E;1.25
84510a;2.46
84510c;2.46
84519A;1.25
84519B;1.25
84520B;0.64
84522;1.95
84526;0.0
84527;1.95
84531A;1.95
84531B;1.95
84534B;0.0
84534b;1.66
84535B;0.0
84536A;0.42
84536B;0.42
84536a;0.79
84536b;0.81
84539;1.65
84546;0.0
84558A;2.95
84558a;5.91
84559A;0.85
84559B;0.85
84559a;1.66
84559b;1.66
84562A;0.0
84563A;4.13
84563B;4.13
84568;0.21
84569A;0.83
84569B;0.0
84569D;0.83
84575A;5.95
84580;3.75
84581;3.75
84584;2.55
84592;2.95
84595E;3.75
84596B;0.83
84596E;0.83
84596F;0.83
84596G;0.83
84596J;0.83
84596L;0.83
84596b;2.51
84596e;2.51
84596f;2.46
84596g;2.46
84597B;1.25
84597C;1.25
84598;0.21
84600;7.95
84609;8.5
84611B;0.0
84612B;0.0
84613A;0.0
84613C;0.0
84614A;0.0
84616;29.95
84617;12.75
84620;5.95
84625A;0.85
84625C;0.85
84631;0.0
84632;59.95
84637;4.96
84638;0.0
84658;6.95
84659A;2.46
84660A;1.25
84660B;1.25
84660C;1.25
84660b;7.62
84660c;7.46
84661A;2.46
84661B;2.46
84661C;2.46
84663A;5.79
84664;0.0
84665;5.95
84666;3.95
84670;0.0
84673A;0.65
84673B;0.65
84674;1.25
84675;0.0
84678;1.25
84683;0.65
84685;3.75
84687;11.63
84688;0.0
84689;0.0
84691;0.72
84692;0.0
84706D;8.95
84707A;5.79
84707B;5.79
84708B;4.95
84709B;5.95
84711A;5.79
84711B;5.79
84712B;7.46
84715;2.95
84723;7.95
84725;4.25
84741C;1.95
84744;1.25
84745A;0.42
84745B;0.42
84748;0.0
84750B;1.95
84751B;3.75
84754;1.06
84755;0.55
84760S;1.45
84763;1.06
84766;1.95
84773;0.0
84789;2.95
84792;3.81
84795B;6.95
84795C;0.0
84795b;16.63
84796A;8.29
84796B;8.29
84796a;8.47
84798A;2.55
84798B;2.55
84799;0.42
84800L;1.69
84800M;1.27
84800S;1.25
84801A;2.1
84801B;0.0
84802A;0.0
84803A;1.69
84804A;2.95
84805A;3.75
84806A;1.45
84806B;1.45
84809A;2.1
84809B;2.1
84813;3.95
84816;39.95
84817;0.42
84818;0.85
84819;0.85
84820;1.25
84821;0.21
84823;0.0
84826;0.21
84827;0.19
84828;1.25
84832;0.0
84836;1.25
84840;0.0
84843;5.95
84846A;2.1
84847;3.75
84849A;1.69
84849B;1.69
84849D;1.69
84854;4.95
84856L;11.87
84857C;8.5
84858C;5.95
84859A;5.95
84859C;5.95
84865;8.5
84870B;2.46
84870C;2.46
84872A;0.0
84872a;10.79
84874B;1.65
84875B;3.75
84876B;1.25
84876D;3.75
84877B;1.25
84877D;1.25
84879;1.45
84880;0.0
84881;0.0
84882;3.75
84884A;3.39
84884a;8.29
84898F;0.0
84905;4.95
84906;5.95
84907;7.65
84910A;5.95
84912A;3.75
84912B;3.29
84913A;3.29
84913B;3.29
84915;1.25
84916;1.25
84917;0.0
84919;6.95
84920;3.75
84921;3.75
84922;4.25
84923;4.13
84924A;3.75
84925D;2.55
84925F;2.55
84926A;1.25
84926D;0.42
84926E;0.42
84926F;0.42
84927A;2.1
84927D;2.1
84927E;2.1
84927F;2.1
84929;0.55
84931A;1.63
84931B;1.63
84944;4.25
84945;0.72
84946;1.06
84947;1.06
84949;1.45
84950;0.55
84951A;0.85
84951B;0.85
84952A;1.63
84952B;1.25
84952C;0.0
84963A;42.95
84964B;0.0
84966A;0.0
84966B;0.0
84967A;0.0
84967B;0.0
84968A;8.29
84968B;0.0
84968C;8.29
84968D;8.29
84968E;0.0
84968F;0.0
84968a;25.49
84968d;24.96
84968e;25.49
84968f;25.49
84969;3.29
84970L;0.79
84970S;0.64
84970l;2.08
84970s;2.08
84971S;0.85
84974;9.95
84975;0.0
84976;1.69
84977;0.0
84978;1.06
84985A;1.45
84987;1.25
84988;1.25
84989A;0.55
84989a;2.08
84991;0.4
84992;0.4
84993A;0.42
84993B;0.42
84993a;0.83
84997A;3.39
84997B;3.39
84997C;0.0
84997D;3.39
84997a;8.29
84997b;8.29
84997c;8.29
84997d;8.29
85006;2.95
85008;0.0
85014A;4.95
85014B;4.95
85014a;12.72
85014b;12.46
85015;0.65
85016;0.65
85017A;0.85
85017B;0.83
85017C;0.85
85018C;0.0
85018D;2.55
85019A;1.25
85019B;4.25
85019C;1.25
85020;2.1
85023B;2.55
85023C;2.55
85024B;1.65
85024C;1.65
85025B;1.65
85025C;1.65
85026B;0.85
85027L;7.95
85028L;0.0
85028S;0.0
85031A;4.95
85031B;4.95
85031C;0.0
85032A;2.1
85032B;2.1
85032C;2.1
85032D;1.63
85034A;4.25
85034B;1.25
85034C;1.25
85035A;4.25
85035B;1.25
85035C;1.25
85035a;8.47
85035b;8.47
85035c;8.47
85036A;3.81
85036B;1.25
85036C;1.85
85036b;8.47
85038;1.69
85039A;1.45
85039B;1.63
85039C;0.42
85039a;3.29
85040A;1.65
85040B;1.65
85040a;3.29
85042;4.95
85044;0.0
85045;4.95
85047;5.55
85048;6.95
85049A;1.25
85049B;0.0
85049C;1.06
85049D;1.25
85049E;1.25
85049F;0.0
85049G;1.06
85049H;0.83
85049a;3.36
85049e;3.29
85049g;1.63
85053;2.1
85054;1.25
85055;2.95
85059;1.25
85061W;0.85
85062;1.45
85063;14.95
85064;0.0
85065;12.75
85066;10.95
85067;0.0
85068;7.95
85071A;0.83
85071B;0.38
85071C;0.83
85071D;0.83
85078;0.65
85084;0.0
85086A;0.85
85087;2.95
85088;1.63
85089;2.95
85092;1.25
85093;1.25
85094;0.83
85095;1.25
85096;0.0
85099B;0.0
85099C;1.65
85099F;0.0
85099f;4.96
85103;5.79
85104;2.95
85106;1.63
85107;2.55
85109;0.85
85110;0.0
85111;0.29
85114A;1.45
85114B;1.65
85114C;1.65
85114a;3.29
85114b;3.29
85114c;3.29
85116;0.65
85118;0.0
85119;0.0
85123A;0.0
85123a;6.63
85124B;2.55
85124C;0.0
85125;3.29
85126;0.0
85127;3.29
85129B;1.25
85129C;1.25
85129D;1.25
85130A;1.65
85130B;1.65
85130C;1.65
85130D;1.65
85131A;0.42
85131B;0.83
85131C;0.83
85131D;0.83
85132A;8.29
85132B;8.29
85132C;8.29
85132a;21.23
85135A;7.95
85135B;0.0
85135C;7.95
85136A;7.95
85136B;7.95
85136C;7.95
85141;8.95
85144;7.25
85146;4.95
85150;0.0
85152;1.53
85159A;1.25
85159B;1.25
85160A;1.25
85160B;1.25
85160a;16.13
85161;0.0
85163A;8.29
85163B;8.29
85167B;0.0
85168B;8.29
85169A;0.42
85169B;0.42
85169C;0.42
85169D;0.42
85170A;0.0
85170B;0.85
85170C;0.85
85170D;0.85
85172;0.42
85173;0.85
85174;1.95
85175;0.36
85176;0.85
85177;0.64
85178;0.85
85179A;2.46
85179B;0.0
85179C;2.46
85180A;1.25
85180B;1.25
85183A;1.25
85183B;1.25
85184C;1.25
85185B;2.95
85185D;2.95
85186A;0.42
85186C;0.42
85187;1.65
85188A;0.85
85188B;0.0
85189;0.85
85194L;0.72
85194S;0.65
85195;2.1
85197;2.1
85198;0.85
85199L;0.65
85199S;0.42
85200;1.25
85202;0.42
85203;0.42
85204;0.42
85205B;2.55
85206A;1.45
85206B;1.65
85208;1.69
85211;1.65
85212;0.21
85213;0.85
85214;1.65
85215;0.0
85216;0.65
85226A;0.0
85227;0.85
85230A;0.21
85230B;0.21
85230E;0.21
85230F;0.0
85230G;0.21
85231B;0.85
85231G;0.85
85231b;1.63
85231g;1.63
85232A;4.25
85232B;0.0
85232D;4.25
90000A;5.95
90000B;5.95
90000C;0.0
90000D;5.95
90001A;4.15
90001C;4.24
90001D;4.24
90002D;0.0
90003B;3.75
90003C;3.73
90003D;3.75
90003E;3.73
90005A;1.95
90010A;8.95
90010B;8.95
90010E;8.95
90011A;2.9
90011B;2.9
90011D;2.96
90011E;2.96
90012A;9.98
90012B;9.95
90013A;3.73
90013B;4.15
90013C;4.15
90013D;4.24
90014A;9.95
90014B;9.95
90016A;8.32
90016B;8.32
90018A;4.15
90018B;4.24
90019A;4.95
90019B;5.4
90019C;5.51
90022;3.75
90023;4.24
90024B;8.32
90024C;8.49
90024E;8.49
90024F;8.49
90026B;8.5
90026C;8.5
90026D;8.5
90027A;2.95
90027B;2.96
90027C;2.9
90027D;2.95
90028;8.32
90029;8.5
90030B;5.82
90030C;5.82
90031;5.94
90032;6.23
90033;2.48
90034;10.19
90035A;10.62
90036D;7.9
90036E;7.9
90036F;8.07
90037A;2.48
90037B;2.48
90037C;2.54
90038A;3.81
90038B;3.81
90039A;3.73
90039B;3.73
90039C;3.73
90039D;3.73
90040A;3.5
90040B;3.5
90040C;3.81
90041;3.81
90042A;2.55
90042B;0.0
90042C;0.0
90050;6.95
90051;6.95
90053;2.55
90054;2.54
90055;2.54
90056;11.05
90057;1.25
90058B;0.38
90059A;1.65
90059B;1.65
90059C;1.65
90059D;1.65
90059E;1.65
90059F;1.65
90060B;5.95
90060D;5.95
90060F;5.94
90062;12.48
90063A;8.5
90063B;8.5
90064A;3.75
90064B;3.75
90065A;6.75
90067A;2.95
90070;5.95
90071;1.23
90072;3.75
90073;4.95
90074;9.77
90076;2.96
90077;2.96
90078;7.5
90079;5.09
90081A;4.95
90081C;4.95
90082A;6.35
90082B;6.35
90082D;6.35
90085;1.63
90086;0.85
90087;1.63
90089;1.63
90091;0.0
90092;1.66
90093;1.66
90094;2.55
90095;0.0
90096;0.0
90098;2.55
90099;2.55
90100;2.55
90101;2.48
90103;2.48
90104;0.82
90108;1.05
90112;0.0
90114;2.46
90115;2.46
90116;2.46
90118;2.46
90119;2.46
90120A;4.24
90120B;4.15
90120C;4.15
90120D;4.15
90122A;4.95
90122B;4.95
90122C;4.95
90123A;5.95
90123B;5.82
90123C;5.94
90123D;5.95
90124A;9.98
90124B;9.96
90125A;0.85
90125B;0.85
90125C;0.85
90125D;0.85
90125E;1.63
90126A;3.36
90128A;2.51
90128B;1.25
90128C;2.51
90128D;2.46
90129A;1.63
90129B;1.66
90129C;1.66
90129D;1.66
90129E;1.66
90129F;1.66
90130B;2.9
90130C;2.96
90130D;2.9
90132;5.09
90133;4.95
90134;2.9
90135;4.98
90136;9.95
90137;5.51
90138;5.4
90140;7.64
90141A;5.4
90141B;5.09
90141C;5.51
90141D;5.51
90142A;5.09
90142D;5.09
90143;7.5
90144;3.73
90145;5.95
90146;7.5
90147;9.95
90148;12.75
90151;8.5
90152A;5.51
90152B;5.51
90152C;5.95
90154;8.95
90155;7.5
90156;4.95
90157;4.98
90158;4.98
90160A;6.95
90160B;6.95
90160C;6.95
90160D;6.95
90161A;4.95
90161B;4.95
90161C;4.95
90161D;4.95
90162B;2.95
90162C;2.95
90162D;2.95
90163A;7.64
90163B;7.48
90164A;7.64
90164B;7.48
90165A;2.54
90165B;2.48
90166;4.15
90167;0.0
90168;2.96
90169;2.54
90170;1.65
90173;3.73
90174;2.48
90175A;8.95
90175B;9.15
90175C;8.95
90175D;8.95
90176A;7.48
90176B;7.64
90176C;8.32
90177A;2.9
90177B;2.9
90177C;2.9
90177D;2.95
90177E;2.96
90178A;11.65
90178B;11.95
90179A;5.95
90179C;5.95
90180A;9.95
90180B;9.95
90181A;9.34
90181B;9.15
90182C;2.96
90183A;2.9
90183B;2.9
90183C;2.9
90184A;8.95
90184B;8.95
90184C;8.95
90185A;4.15
90185B;4.15
90185C;4.15
90185D;4.24
90186A;2.9
90186B;2.95
90187A;3.32
90187B;3.32
90188;2.54
90190A;2.9
90190B;2.96
90190C;2.9
90191;12.48
90192;4.95
90194;4.15
90195A;8.95
90195B;8.95
90196A;12.75
90196B;12.75
90197B;4.95
90198A;4.15
90198B;4.15
90199A;6.35
90199B;6.37
90199C;6.35
90199D;6.23
90200A;4.15
90200B;4.15
90200C;0.0
90200D;4.15
90200E;4.15
90201A;2.9
90201B;2.9
90201C;2.9
90201D;2.9
90202A;2.9
90202B;2.9
90202C;2.9
90202D;2.9
90204;3.35
90205A;1.69
90205C;1.65
90206A;4.98
90206C;4.98
90208;2.48
90209B;1.75
90209C;1.75
90210A;1.25
90210B;1.25
90210C;1.25
90210D;1.25
90211A;5.94
90211B;5.82
90212B;3.73
90212C;3.75
90214A;0.83
90214B;0.83
90214C;0.83
90214D;0.83
90214E;0.83
90214F;0.83
90214G;0.83
90214H;0.83
90214I;0.83
90214J;0.83
90214K;0.83
90214L;0.83
90214M;0.83
90214N;0.83
90214O;0.85
90214P;0.83
90214R;0.83
90214S;0.83
90214T;0.83
90214V;0.83
90214W;0.83
90214Y;0.85
90214Z;0.85
AMAZONFEE;1.0
BANK CHARGES;15.0
C2;15.0
D;5.76
DCGS0003;2.46
DCGS0055;0.0
DCGS0057;0.0
DCGS0069;15.79
DCGS0070;12.72
DCGS0072;0.0
DCGS0074;0.0
DCGS0076;16.13
DCGSSBOY;3.29
DCGSSGIRL;3.29
DOT;2.51
M;0.19
POST;0.0
S;2.8
gift_0001_20;16.67
gift_0001_30;25.0
gift_0001_40;34.04
gift_0001_50;42.55
m;2.55
